Ward code,Year ending Dec 2019
E05011276,245000
E05011277,235000
E05011269,230000
E05011270,304998
E05011271,270000
E05011272,280500
E05011273,275000
E05011274,235000
E05011275,280000
E05011278,300000
E05011279,290000
E05011280,299995
E05011281,228250
E05011282,450500
E05011283,255000
E05011284,407500
E05011285,389950
E05011286,425000
E05011287,291000
E05011288,285000
E05011289,320000
E05011290,472500
E05011291,392500
E05011292,471000
E05011293,312500
E05011294,420000
E05011295,345000
E05011296,486250
E05011297,380000
E05011298,389000
E05011299,370000
E05011300,350000
E05011301,375000
E05011302,349995
E05011303,337500
E05011304,487500
E05011305,315000
E05011306,550000
E05011307,525000
E05004021,423750
E05004022,420000
E05004023,428450
E05004024,336000
E05004025,260000
E05004026,295000
E05004027,345000
E05004028,240000
E05004029,371995
E05004030,227250
E05004031,260000
E05004032,235000
E05004033,244250
E05004034,320000
E05004035,320000
E05004036,293750
E05010365,290000
E05010366,265000
E05010367,256500
E05010368,216000
E05010369,250000
E05010370,276000
E05010371,344500
E05010372,325000
E05012961,390000
E05010374,371250
E05012962,279995
E05012963,290000
E05012964,377500
E05010378,275000
E05010379,380000
E05010380,365000
E05012965,302998
E05010382,425000
E05010383,335000
E05010384,295000
E05010385,360000
E05012966,315000
E05012967,250000
E05010388,269000
E05010389,251000
E05010390,292500
E05004067,345000
E05004068,340000
E05004069,295500
E05004070,450250
E05004071,442500
E05004072,665000
E05004073,425000
E05004074,388000
E05004075,500000
E05004076,555000
E05004077,380000
E05004078,646000
E05004079,546500
E05004080,590000
E05004081,452000
E05004082,340000
E05004083,363750
E05004084,230000
E05004085,251750
E05004086,254500
E05004087,280000
E05004088,275000
E05004089,250000
E05004090,320000
E05004091,310000
E05004092,322500
E05004093,331000
E05004094,320000
E05004095,359000
E05004096,430000
E05004097,352500
E05004098,482000
E05004099,325000
E05004100,500000
E05004101,361250
E05004102,358750
E05004103,300000
E05004104,302500
E05004105,515000
E05004106,304998
E05004107,298873
E05004108,344000
E05004109,350000
E05004110,432500
E05004112,580000
E05004113,335000
E05004114,325000
E05004115,370000
E05004111,304000
E05004116,330000
E05004117,325000
E05004118,307500
E05004119,396000
E05010827,230000
E05010828,200000
E05010829,190000
E05010830,249998
E05010831,320000
E05010832,291995
E05010833,350000
E05010834,300000
E05010835,223000
E05010836,244995
E05010837,295000
E05010838,375000
E05010840,242500
E05010839,265000
E05010841,282500
E05010842,316000
E05010843,305000
E05004147,576250
E05004148,544630
E05004149,610000
E05004150,525000
E05004151,945000
E05004152,450000
E05004153,447500
E05004154,500000
E05004155,405000
E05008940,490000
E05004157,679000
E05004158,487000
E05004159,373750
E05004160,375000
E05004161,385000
E05004162,785565
E05004163,457500
E05004164,512000
E05004165,540000
E05004166,475000
E05004167,267500
E05008941,515000
E05004169,385000
E05004170,712500
E05004171,485000
E05004172,440000
E05004173,652500
E05004174,795000
E05004175,300000
E05004176,380000
E05004177,327498
E05004178,320000
E05004179,265000
E05004180,308500
E05004181,280000
E05004182,272000
E05004183,290000
E05004184,265000
E05004185,240000
E05004186,378498
E05004187,250000
E05004188,267000
E05004189,260000
E05004190,342500
E05004191,361000
E05004192,280000
E05004193,387500
E05004194,295000
E05004195,320000
E05004196,278750
E05004197,280000
E05004198,308500
E05004199,310000
E05004200,292000
E05004201,541500
E05004202,289995
E05004203,300000
E05004204,280500
E05004205,353500
E05004206,500000
E05010844,344750
E05010845,310000
E05010846,278000
E05010847,327500
E05010848,370000
E05010849,355000
E05010850,330000
E05010851,350000
E05010852,298000
E05010853,325000
E05010854,330000
E05010855,371250
E05010856,357500
E05011932,299995
E05011933,349995
E05011934,200000
E05011935,229000
E05011936,215000
E05011937,199998
E05011938,177000
E05011939,210000
E05011940,155000
E05011941,215000
E05011942,187500
E05011943,275000
E05011944,298500
E05011945,140000
E05011946,236250
E05011947,305498
E05011948,270000
E05011949,284995
E05011950,295000
E05011951,145000
E05011952,255000
E05011953,190000
E05011954,195000
E05011955,235000
E05011956,170000
E05011957,313750
E05011958,371750
E05011959,274000
E05011960,290000
E05011961,237995
E05011962,299000
E05011963,155000
E05009910,347500
E05009911,530000
E05009912,530000
E05009913,600000
E05009914,410000
E05009915,467500
E05009916,347500
E05009917,380000
E05009918,315000
E05009919,580000
E05009920,475000
E05009921,450000
E05009922,545000
E05009923,347500
E05009924,389995
E05009925,309000
E05009926,404998
E05009927,410000
E05009928,503603
E05009929,412500
E05009930,403000
E05009931,599999
E05009002,400000
E05009003,364000
E05009004,348500
E05009005,365000
E05009006,525000
E05009007,375000
E05009008,325000
E05009009,350000
E05009010,336000
E05009011,330250
E05004691,392000
E05004692,328000
E05004693,645000
E05004694,365000
E05004695,933750
E05004696,359538
E05004697,525000
E05004698,585000
E05004699,660000
E05004700,475750
E05004701,383750
E05004702,330000
E05004703,320000
E05004704,292500
E05004705,250000
E05004706,281250
E05004707,500000
E05004708,380000
E05004709,335000
E05004710,469000
E05004711,420000
E05004712,530500
E05004713,430000
E05004714,360000
E05004715,295000
E05012177,894250
E05012178,770000
E05012179,535000
E05012180,382500
E05012181,365995
E05012182,450000
E05012183,379950
E05012184,450000
E05012185,397500
E05012186,525000
E05012187,530000
E05012188,599000
E05012189,446500
E05012190,429000
E05012191,490000
E05012192,582500
E05004761,410000
E05004762,292000
E05004763,305000
E05004764,505000
E05004765,325000
E05004766,358000
E05004767,560000
E05004768,371500
E05004769,340000
E05004770,357500
E05004771,539975
E05004772,350000
E05004773,494950
E05004774,365500
E05004775,482500
E05004776,310000
E05004777,305000
E05004778,291250
E05004779,305000
E05004780,347500
E05004781,285000
E05004782,360000
E05004783,300000
E05004784,562500
E05009425,437500
E05009426,421500
E05009427,850000
E05009428,612500
E05009429,542500
E05009430,550000
E05009431,332500
E05009432,385000
E05009433,1297500
E05009434,395000
E05009435,450000
E05009436,537500
E05009437,345000
E05011046,330000
E05011047,313000
E05011048,349000
E05011049,360000
E05011050,352500
E05011051,430000
E05011052,465000
E05011053,647500
E05011054,415000
E05011055,410000
E05011056,345000
E05011057,385000
E05010237,247495
E05010238,239000
E05010240,227498
E05010241,210500
E05010239,226000
E05010242,207500
E05010243,175000
E05010244,188000
E05010245,220000
E05010246,365000
E05010247,262000
E05010248,260000
E05010249,228750
E05010250,251250
E05010251,300000
E05010252,220000
E05010253,223125
E05010254,186995
E05010255,230000
E05010256,198500
E05010257,275000
E05010258,180000
E05010259,160000
E05010260,207000
E05010261,160000
E05010262,287498
E05010263,210000
E05005757,250000
E05005758,273998
E05005759,295000
E05005760,275000
E05005761,233500
E05005762,245000
E05005763,272500
E05005764,223000
E05005765,292500
E05005766,248750
E05005767,315000
E05005768,230000
E05005769,244000
E05005770,290000
E05005771,250000
E05005772,245000
E05005773,215000
E05005774,308500
E05005775,271000
E05005776,227250
E05005777,230000
E05005778,239498
E05005779,235000
E05005780,265500
E05005781,240000
E05005782,267500
E05005783,280000
E05005784,206250
E05005785,210000
E05005786,194675
E05005787,192975
E05005788,118000
E05005789,142000
E05005790,222500
E05005791,270000
E05005792,235000
E05005793,205000
E05005794,160000
E05005795,90000
E05005796,222500
E05005798,120000
E05005797,135500
E05005799,217498
E05005800,158000
E05012321,215000
E05012322,300000
E05012323,445000
E05012324,410000
E05012325,217500
E05012326,222500
E05012327,258500
E05012328,196500
E05012329,213750
E05012330,213500
E05012331,149000
E05012332,210000
E05012333,250000
E05012334,145250
E05012335,168000
E05012336,200000
E05012337,265000
E05012338,262500
E05012339,262500
E05012340,223500
E05012341,215000
E05012342,150000
E05012344,233500
E05012345,162500
E05012346,249250
E05012347,238750
E05012343,127000
E05012348,225000
E05012349,285000
E05012350,234995
E05012351,235000
E05012352,236000
E05012353,200000
E05012354,246500
E05012355,229995
E05011834,177778
E05011835,290000
E05011836,242500
E05011837,447500
E05011838,270000
E05011839,305000
E05011840,299000
E05011841,236188
E05011842,230000
E05011843,324998
E05011844,305000
E05011845,195000
E05011846,187000
E05011847,264750
E05011848,179500
E05011849,229995
E05011850,200000
E05011851,332000
E05011852,440000
E05011853,272500
E05011855,250000
E05011856,337500
E05011854,310000
E05011857,202000
E05011858,300000
E05011859,214000
E05011860,206500
E05011861,190000
E05011862,268500
E05011863,360000
E05011864,443500
E05011865,185000
E05012901,190000
E05012902,179000
E05012903,180000
E05012904,300000
E05012905,191250
E05012906,175000
E05012907,185000
E05012908,260000
E05012909,180000
E05012910,172750
E05012911,230000
E05012912,255250
E05012913,180000
E05011866,265000
E05011867,331000
E05011868,383750
E05011869,319500
E05011870,221000
E05011871,317500
E05011872,231000
E05012851,242500
E05011874,285000
E05011875,290000
E05012852,225500
E05011877,265000
E05011878,272995
E05011879,267500
E05011880,230000
E05011881,292500
E05011882,225000
E05011883,255000
E05011884,261995
E05011885,230000
E05011886,300000
E05011887,302000
E05011888,265498
E05011889,212000
E05011890,280000
E05011891,345000
E05012565,380000
E05012566,377500
E05012567,317500
E05012568,400000
E05012569,350000
E05012570,334998
E05012571,255000
E05012572,335000
E05012573,337500
E05012574,223750
E05012575,249995
E05012576,307500
E05012577,265000
E05012578,318500
E05012579,300000
E05012580,350000
E05012581,375000
E05012582,365000
E05012583,246500
E05012584,347500
E05012585,175000
E05012586,255000
E05012587,217000
E05012588,260000
E05007117,175000
E05007118,285500
E05007119,149000
E05007120,247500
E05007121,197500
E05007122,165000
E05007123,200000
E05007124,212500
E05007125,249750
E05007128,210000
E05007126,219998
E05007127,252250
E05007129,205000
E05007130,160500
E05007131,190000
E05007132,210000
E05012589,335500
E05012590,315000
E05012591,234995
E05012592,272000
E05012593,230000
E05012594,245000
E05012595,205000
E05012596,345000
E05012597,279995
E05012598,275000
E05012599,350000
E05012600,330000
E05012601,271000
E05012602,347000
E05012603,280000
E05012604,207000
E05012605,265000
E05012606,375000
E05012607,325000
E05012608,390000
E05012609,165000
E05012610,296500
E05012611,235000
E05012612,350000
E05012613,305000
E05012614,300000
E05004785,475000
E05004786,609250
E05004787,530000
E05009028,478000
E05004789,445000
E05004790,610000
E05004791,677500
E05004792,640000
E05004793,872800
E05004794,400000
E05004795,600000
E05004796,600000
E05004797,456000
E05004798,500000
E05004801,402500
E05004802,472581
E05004799,488000
E05004800,600000
E05004803,650000
E05004804,530000
E05011058,808500
E05011059,327250
E05011060,417500
E05011061,320000
E05011062,350000
E05011063,309500
E05011064,405000
E05011065,330000
E05011066,386000
E05011067,692500
E05011068,345000
E05011069,299500
E05011070,390000
E05011071,377000
E05011072,460000
E05011073,547500
E05012981,430000
E05012982,318000
E05012983,415000
E05012984,435000
E05012985,400000
E05004721,650000
E05012986,395000
E05004723,552500
E05004724,400000
E05004725,467000
E05004726,363750
E05004727,465000
E05004728,330000
E05004729,784995
E05004730,720000
E05004731,362500
E05004732,599950
E05004733,737500
E05004735,815000
E05012987,597498
E05004736,430000
E05004737,400000
E05004738,374250
E05004739,480750
E05009315,362500
E05004741,295000
E05004742,374500
E05004743,401250
E05004744,395000
E05004745,359000
E05004805,280000
E05004806,205000
E05004807,269500
E05004808,296250
E05009316,320500
E05004810,272500
E05004811,315000
E05004812,260000
E05004813,270000
E05004815,261500
E05004814,251000
E05004816,285000
E05004817,300000
E05012734,290000
E05012735,229000
E05012736,225500
E05012737,355000
E05012738,175000
E05012739,210000
E05012740,328750
E05012741,290000
E05012742,292000
E05012743,210000
E05012744,235000
E05012745,125000
E05012746,253500
E05012747,284500
E05012748,166500
E05012749,162000
E05012750,248000
E05012751,310000
E05012752,317748
E05012753,265000
E05012754,192500
E05012755,255000
E05012756,355000
E05012757,241498
E05012758,460000
E05012759,220750
E05012760,275000
E05012761,305000
E05012762,292500
E05012763,250000
E05012764,355125
E05012765,335000
E05012766,320000
E05012767,150000
E05012768,198000
E05012769,180500
E05012770,375000
E05012771,300000
E05012772,222750
E05012773,285248
E05012774,210000
E05012775,196500
E05012776,276500
E05012777,202475
E05012778,275000
E05012779,250000
E05012780,316750
E05012781,252000
E05012782,304750
E05012783,340000
E05012784,191250
E05012785,300000
E05012786,175000
E05012787,200000
E05012788,230375
E05012789,292500
E05012790,272500
E05012791,203000
E05012792,218500
E05012793,247000
E05012794,320567
E05012795,358500
E05012796,265000
E05012798,260000
E05012797,196000
E05012799,253250
E05012800,363000
E05012801,235000
E05012802,248000
E05012803,268000
E05012804,325000
E05012805,329998
E05009288,815000
E05009289,:
E05009290,:
E05009291,:
E05009292,:
E05009293,:
E05009294,:
E05009295,:
E05009296,:
E05009297,:
E05009298,:
E05009299,:
E05009300,:
E05009301,:
E05009302,800000
E05009303,:
E05009304,:
E05009305,865000
E05009306,:
E05009307,:
E05009308,:
E05009309,520000
E05009310,1700000
E05009311,:
E05009312,:
E05000026,245000
E05000027,309100
E05000028,310000
E05000029,360000
E05000030,340000
E05000031,310000
E05000032,285000
E05000033,306000
E05000034,310000
E05000035,445000
E05000036,307000
E05000037,307500
E05000038,305000
E05000039,319498
E05000040,310000
E05000041,313000
E05000042,348625
E05000043,561000
E05000044,345875
E05000045,533000
E05000046,458000
E05000047,440000
E05000048,525000
E05000049,538750
E05000050,595000
E05000051,605000
E05000052,998000
E05000053,707500
E05000054,515000
E05000055,550000
E05000056,517500
E05000057,575000
E05000058,485000
E05000059,675000
E05000060,536000
E05000061,458500
E05000062,480000
E05000063,500000
E05011217,325000
E05011218,298750
E05011219,402400
E05011220,390000
E05011221,412000
E05011222,307500
E05011223,395000
E05011224,383500
E05011225,249998
E05011226,375000
E05011227,352500
E05011228,331250
E05011230,362800
E05011231,309500
E05011229,455000
E05011232,290000
E05011233,410000
E05000085,395000
E05000086,565000
E05000087,660000
E05000088,450000
E05000089,545000
E05000090,507500
E05000091,390000
E05000092,710000
E05000093,581250
E05000094,580000
E05000095,527500
E05000096,587750
E05000097,510000
E05000098,967500
E05000099,480000
E05000100,354000
E05000101,407500
E05000102,155690
E05000103,362500
E05000104,377500
E05000105,420000
E05000106,600000
E05000107,365000
E05000108,440000
E05000109,415000
E05000110,475000
E05000111,550000
E05000112,440000
E05000113,390000
E05000114,318000
E05000115,340000
E05000116,382500
E05000117,565000
E05000118,500000
E05000119,550000
E05000120,530000
E05000121,348000
E05000122,415000
E05000123,440000
E05000124,610000
E05000125,390000
E05000126,499000
E05000127,558000
E05000128,1040000
E05000129,595000
E05000130,962500
E05000131,617500
E05000132,685000
E05000133,1140800
E05000134,645000
E05000135,1247500
E05000136,600000
E05000137,795000
E05000138,730000
E05000139,785000
E05000140,521500
E05000141,475000
E05000142,720000
E05000143,929950
E05000144,960000
E05000145,592500
E05011462,400000
E05011463,345000
E05011464,339500
E05011465,332500
E05011466,577995
E05011467,420000
E05011468,345000
E05011469,430000
E05011470,295000
E05011471,310500
E05011472,442000
E05011473,492500
E05011474,470000
E05011475,432500
E05011476,435000
E05011477,467500
E05011478,525000
E05011479,306000
E05011480,435000
E05011481,334000
E05011482,410000
E05011483,500000
E05011484,336750
E05011485,312000
E05011486,350000
E05011487,295000
E05011488,330000
E05011489,373750
E05000170,640000
E05000171,730000
E05000172,359000
E05000173,508750
E05000174,574000
E05000175,490000
E05000176,577000
E05000177,356000
E05000178,455000
E05000179,532500
E05000180,482500
E05000181,407500
E05000183,453500
E05000182,692475
E05000184,393000
E05000185,314000
E05000186,394975
E05000187,450000
E05000188,500000
E05000189,398000
E05000190,330500
E05000191,640000
E05000192,694500
E05000193,437500
E05000194,497000
E05000195,420000
E05000196,672000
E05000197,290000
E05000198,365000
E05000199,342500
E05000200,637000
E05000201,370000
E05000202,475000
E05000203,355000
E05000204,342000
E05000205,500000
E05000206,350000
E05000207,374500
E05000208,510000
E05000209,675000
E05000210,481500
E05000211,370000
E05000212,367500
E05000213,620000
E05000214,332000
E05000215,550000
E05000216,506000
E05000217,455000
E05000218,450000
E05000219,396975
E05000220,431250
E05000221,326000
E05000222,525000
E05000223,375250
E05000224,405000
E05000225,575000
E05000226,340000
E05000227,370000
E05000228,285000
E05000229,397320
E05000230,485938
E05009367,500000
E05009368,440000
E05009369,568500
E05009370,580000
E05009371,500000
E05009372,510000
E05009373,550000
E05009374,426000
E05009375,571500
E05009376,465000
E05009377,828500
E05009378,780900
E05009379,512500
E05009380,500000
E05009381,597500
E05009382,487500
E05009383,485000
E05009384,430000
E05009385,725000
E05009386,554000
E05009387,630000
E05000250,740000
E05000251,562500
E05000252,650000
E05000253,478500
E05000254,703250
E05000255,750000
E05000256,673500
E05000257,795000
E05000258,565000
E05000259,1038001
E05000260,1450000
E05000261,988500
E05000262,750000
E05000263,824474
E05000264,700000
E05000265,499998
E05000266,789750
E05000267,432500
E05000268,500000
E05000269,597500
E05000270,695000
E05000271,507500
E05000272,800000
E05000273,512000
E05000274,920000
E05000275,475000
E05000276,345000
E05000278,533500
E05000277,530000
E05000279,505000
E05000280,408500
E05000281,408000
E05000282,465000
E05000283,425000
E05000284,470000
E05000285,570000
E05000286,552500
E05000287,445000
E05000288,429000
E05000289,422500
E05000290,492000
E05000291,615000
E05000292,600000
E05000293,445000
E05000294,489500
E05000295,542500
E05000296,370000
E05000297,625000
E05000298,618000
E05000299,490000
E05000300,492250
E05000301,405000
E05000302,450000
E05000303,515000
E05000304,415000
E05000305,492500
E05000306,340000
E05000307,428750
E05000308,353000
E05000309,490000
E05000310,315000
E05000311,420000
E05000312,374975
E05000313,355000
E05000314,315500
E05000315,390000
E05000316,353000
E05000317,413820
E05000318,325000
E05000319,312500
E05000321,335000
E05000322,405000
E05000320,420000
E05000323,575000
E05000324,387000
E05000325,340000
E05000326,397500
E05000327,450000
E05000328,407000
E05000329,638750
E05000330,395000
E05000331,350000
E05000332,420000
E05000333,637500
E05000334,470000
E05000335,576560
E05000336,566500
E05000337,410000
E05000338,432750
E05000339,390000
E05000340,480000
E05000341,315000
E05000342,382500
E05000343,485000
E05000344,368000
E05000345,405100
E05000346,332500
E05000347,471500
E05000348,835000
E05000349,810000
E05000350,400975
E05000351,377500
E05000352,323000
E05000353,350000
E05000354,345000
E05000355,453000
E05000356,394000
E05000357,415000
E05000358,337000
E05000359,331150
E05000360,477000
E05000361,355000
E05000362,482500
E05000363,410000
E05000364,445000
E05000365,597500
E05000366,781902
E05000367,709000
E05000368,623350
E05000369,627500
E05000370,657500
E05000371,468000
E05000372,665000
E05000373,596250
E05000374,540000
E05000375,475000
E05000376,467500
E05000377,560000
E05000378,570000
E05000379,795000
E05000380,700000
E05000381,519750
E05009388,1500000
E05009389,1750000
E05009390,1975000
E05009391,910000
E05009392,1027500
E05009393,1257500
E05009394,665000
E05009395,770000
E05009396,493250
E05009397,1400000
E05009398,1775000
E05009399,512500
E05009400,1075000
E05009401,1559375
E05009402,1000000
E05009403,1787500
E05009404,780000
E05009405,1212500
E05000400,485000
E05000401,427500
E05000402,482500
E05000403,600000
E05000404,400000
E05000405,385000
E05000406,705000
E05000407,720000
E05000408,482500
E05000409,440000
E05000410,520000
E05000411,565000
E05000412,460000
E05000413,427475
E05000414,424950
E05000415,681500
E05000416,950000
E05000417,500000
E05000418,710000
E05000419,575000
E05000420,509500
E05000421,525263
E05000422,445000
E05000423,585000
E05000424,525000
E05000425,475000
E05000426,733741
E05000427,552500
E05000428,440000
E05000429,475000
E05000430,500000
E05000431,480000
E05000432,417500
E05000433,667500
E05000434,515000
E05000435,490000
E05000436,461500
E05000437,375000
E05000438,505000
E05000439,438750
E05000440,510000
E05000441,560000
E05000442,325000
E05000443,430000
E05000444,428888
E05000445,354000
E05000446,557500
E05000447,550000
E05000448,394500
E05000449,410000
E05000450,450000
E05000451,380000
E05000452,442500
E05000453,445000
E05000454,367500
E05000455,600000
E05000456,525000
E05000457,457500
E05000458,326500
E05000459,625000
E05000460,386000
E05000461,461500
E05000462,670000
E05000463,333000
E05000464,400000
E05000465,415000
E05000466,632500
E05000467,376000
E05000468,370000
E05000469,625000
E05000470,365000
E05000471,675000
E05000472,1370000
E05000473,525000
E05000474,850000
E05000475,357000
E05000476,364000
E05000477,336000
E05000478,420000
E05000479,361500
E05000480,360000
E05000481,430000
E05000482,350000
E05000483,466250
E05000484,420000
E05000485,407500
E05000486,462500
E05000487,360000
E05000488,397500
E05000489,382000
E05000490,358750
E05000491,427500
E05000492,485500
E05000493,390000
E05000494,410000
E05011234,436998
E05011235,500000
E05011236,495000
E05011237,369500
E05011238,470000
E05011239,532500
E05011240,382500
E05011241,500000
E05011242,420000
E05011243,470000
E05011244,365000
E05011245,350000
E05011246,242500
E05011247,327500
E05011248,428500
E05011249,675000
E05011250,429000
E05011251,410000
E05011252,610000
E05011253,340000
E05011254,801500
E05011255,475000
E05000516,1310000
E05000517,1014000
E05000518,540000
E05000519,687000
E05000520,600000
E05000521,405000
E05000522,549950
E05000523,460000
E05000524,745000
E05000525,818750
E05000526,745000
E05000528,871250
E05000529,652000
E05000527,725000
E05000530,679000
E05000531,565000
E05000532,546250
E05000533,512500
E05011095,1700000
E05011096,481500
E05011097,460500
E05011098,637500
E05011099,634000
E05011100,1235000
E05011101,450000
E05011102,472500
E05011103,628500
E05011104,590000
E05011105,527500
E05011106,590000
E05011107,555000
E05011108,495000
E05011109,315000
E05011110,440000
E05011111,525000
E05011112,470000
E05011113,558000
E05011116,445000
E05011114,578750
E05011115,494750
E05011117,530000
E05000555,400000
E05000556,542500
E05000557,395000
E05000558,413000
E05000559,508750
E05000560,485000
E05000561,525000
E05000562,335000
E05000563,435000
E05000564,315000
E05000565,405800
E05000566,320000
E05000567,360000
E05000568,370000
E05000569,390000
E05000570,370000
E05000571,372500
E05000572,395000
E05009317,392500
E05009318,500000
E05009319,477500
E05009320,520000
E05009321,362000
E05009322,384500
E05009323,472000
E05009324,490000
E05009325,417495
E05009326,567250
E05009327,435000
E05009328,578500
E05009332,400000
E05009333,673226
E05009329,460000
E05009330,568150
E05009331,425000
E05009334,422000
E05009335,525000
E05009336,760000
E05000590,485000
E05000591,459573
E05000592,438750
E05000593,450000
E05000594,474000
E05000595,513500
E05000596,443500
E05000597,490000
E05000598,450000
E05000599,454250
E05000600,410000
E05000601,513500
E05000602,432500
E05000603,400000
E05000604,388750
E05000605,443750
E05000606,511250
E05000607,400000
E05000608,455250
E05000609,540000
E05000610,789183
E05000611,550000
E05000612,607750
E05000613,550000
E05000614,593640
E05000615,520000
E05000616,540000
E05000617,460000
E05000618,650000
E05000619,897500
E05000620,841375
E05000621,404500
E05000623,700000
E05000624,585000
E05000622,600000
E05000625,686440
E05000626,550000
E05000627,769000
E05000628,480000
E05000629,570000
E05000630,852500
E05000631,1050000
E05000632,1084000
E05000634,574000
E05000633,1040000
E05000635,497000
E05000636,1000000
E05000637,3100000
E05000638,850000
E05000639,923500
E05000640,761000
E05000641,1450000
E05000642,756250
E05000643,1180000
E05000644,1373750
E05000645,640000
E05000646,780000
E05000647,800000
E05000649,1850000
E05000648,547000
E05002249,184500
E05002250,277950
E05002251,200800
E05002252,195000
E05002253,351000
E05002254,246000
E05002255,192500
E05002256,283998
E05002257,229000
E05002258,317500
E05002259,270000
E05002260,270000
E05002261,252950
E05002262,235000
E05002263,252500
E05002264,257500
E05002265,258000
E05002266,325000
E05002267,242000
E05002268,247250
E05002269,260000
E05002270,293920
E05002271,512500
E05002272,440000
E05002273,274995
E05002274,335000
E05002275,387500
E05002276,300000
E05002277,411400
E05002278,337500
E05002279,308750
E05002280,304000
E05002281,336500
E05002282,390000
E05002283,302500
E05002284,320000
E05002285,300000
E05002286,414000
E05002287,255000
E05002288,583625
E05012132,358750
E05012133,850000
E05012134,441875
E05012135,570000
E05012136,437500
E05012137,561500
E05012138,432500
E05012139,375000
E05012140,275000
E05012141,246000
E05012142,295000
E05012143,349000
E05012144,308500
E05012145,379950
E05012146,425000
E05012147,457725
E05012148,280000
E05012149,332500
E05012150,317750
E05012151,304000
E05012152,285000
E05012153,385000
E05012154,340000
E05012155,315000
E05002319,310000
E05002320,255000
E05002321,340000
E05002322,310000
E05002323,270000
E05002324,280000
E05002325,650000
E05002326,267760
E05002327,280000
E05002328,273750
E05002329,376000
E05002330,262500
E05002331,292500
E05002332,451000
E05002333,315000
E05002334,390000
E05009337,331000
E05009338,320000
E05009339,317825
E05009340,287500
E05009341,350250
E05009342,260000
E05009343,325500
E05009344,300000
E05009345,319000
E05009346,327500
E05009347,340500
E05009348,360000
E05009349,430000
E05009350,400000
E05009351,390000
E05012494,645000
E05012495,340000
E05012496,559000
E05012497,500000
E05012498,550000
E05012499,406250
E05012500,429000
E05012501,440000
E05012502,428750
E05012503,468500
E05012504,495000
E05012505,444000
E05012506,542500
E05012507,490000
E05012508,428475
E05012509,506250
E05012510,420000
E05012511,347500
E05012512,650000
E05002372,402500
E05002373,599975
E05002374,391000
E05002375,570000
E05002376,393000
E05002377,470000
E05002378,385000
E05002379,492625
E05002380,582250
E05002381,327250
E05002382,422500
E05002383,533750
E05002384,368000
E05002385,391000
E05002386,460000
E05002387,598500
E05002388,285000
E05002389,400000
E05002390,552250
E05002391,350000
E05002392,533500
E05002393,436500
E05002394,360000
E05002395,425000
E05002396,475000
E05009406,251989
E05009407,261000
E05009408,250000
E05009409,240000
E05009410,345000
E05009411,250000
E05009412,223000
E05009413,339995
E05009414,370000
E05009415,276000
E05009416,292000
E05009417,269000
E05009418,320000
E05009419,309000
E05009420,260000
E05009421,330248
E05009422,337500
E05009423,245000
E05009424,200000
E05002420,330000
E05002421,315000
E05002422,300000
E05002423,315000
E05002424,392750
E05002425,380000
E05002426,360000
E05002436,575000
E05002427,315000
E05002428,283250
E05002429,387000
E05002430,350000
E05002431,323000
E05002432,302000
E05002433,433500
E05002435,320000
E05002434,340000
E05002437,375000
E05002438,503750
E05002439,460000
E05002440,362500
E05002441,227500
E05002442,221000
E05002443,154585
E05002444,220000
E05002445,242250
E05002446,295000
E05002447,241000
E05002448,176000
E05002449,235000
E05002450,217750
E05002451,178000
E05002452,206000
E05002453,196000
E05002454,232500
E05002455,185000
E05002456,311000
E05002457,191500
E05002458,215000
E05002459,246250
E05002460,211000
E05002461,195500
E05002462,230000
E05002463,228500
E05002464,229975
E05002465,217500
E05002466,200000
E05002467,285000
E05002468,220000
E05002469,229500
E05002470,212000
E05008479,260000
E05008480,247500
E05008481,265000
E05008482,215000
E05008483,345000
E05008484,276475
E05008485,180000
E05008486,222500
E05008487,247500
E05008488,280000
E05008489,189475
E05008490,255000
E05008491,246000
E05008492,227500
E05008493,205000
E05008494,197975
E05008495,225000
E05008496,301550
E05008497,147000
E05008498,182595
E05008499,205000
E05008500,230000
E05008501,220000
E05008502,202000
E05008503,217500
E05008504,130000
E05008505,186000
E05008506,150000
E05008507,199950
E05008508,197000
E05008509,166000
E05008510,211000
E05008511,211250
E05008512,232500
E05008513,166250
E05008514,246000
E05008515,332000
E05008516,185125
E05008517,264475
E05010332,482250
E05010333,350000
E05010334,295000
E05010335,312000
E05010336,225000
E05010337,255000
E05010338,495000
E05010339,233000
E05010340,250000
E05010341,435000
E05010342,406250
E05010343,445000
E05010344,480000
E05010345,590000
E05010346,355000
E05010347,295500
E05010348,376500
E05010349,339750
E05010350,516500
E05010351,429995
E05010352,490000
E05010353,312500
E05010354,242500
E05010355,452995
E05010356,385242
E05010357,380000
E05010358,440000
E05010359,246000
E05010360,322000
E05010361,448000
E05010362,306000
E05010363,450000
E05010364,345000
E05002630,554000
E05002632,617500
E05002631,463750
E05002633,410000
E05002634,595000
E05002635,950000
E05002636,692500
E05002637,488748
E05002638,682500
E05002639,775000
E05002640,720000
E05002641,645000
E05002642,502500
E05002643,490000
E05002644,365000
E05002645,520000
E05002646,610000
E05002647,750000
E05002648,350000
E05002649,1010000
E05002650,475000
E05002651,320000
E05002653,734000
E05002652,362500
E05002654,340000
E05010568,1200000
E05010569,609000
E05010570,987500
E05010571,425000
E05010572,530000
E05010573,480000
E05010574,596000
E05010575,930000
E05010576,500000
E05010577,465000
E05010578,545000
