Ward code,Year ending Dec 2019
E05010705,344000
E05010706,535000
E05010707,250000
E05010708,436250
E05010709,440000
E05010710,329995
E05010711,289475
E05010712,240000
E05010713,232500
E05010714,485000
E05010716,333000
E05010717,325000
E05010718,333000
E05010715,253250
E05010719,399950
E05010720,370000
E05010721,367500
E05010722,269750
E05010723,310000
E05010724,470000
E05010725,300000
E05010726,390000
E05010727,218000
E05012156,224500
E05012157,243000
E05012158,162000
E05012159,157000
E05012160,178975
E05012161,332000
E05012162,345000
E05012163,273000
E05012164,187475
E05012165,240995
E05012166,225000
E05012167,212500
E05012168,220000
E05012169,235000
E05012170,287500
E05012171,235000
E05012172,268000
E05012173,207500
E05012174,355000
E05012175,349950
E05012176,300000
E05010950,230000
E05010951,245000
E05010952,185000
E05010953,140000
E05010954,183400
E05010955,223000
E05010956,181000
E05010957,230000
E05010958,151000
E05010959,216000
E05010960,254500
E05010961,165000
E05010962,170000
E05010963,280000
E05010964,204000
E05010965,210000
E05010966,220000
E05010967,168900
E05010968,423500
E05010969,259000
E05010970,420000
E05010971,225000
E05010972,235750
E05010973,255000
E05010974,263750
E05010975,402250
E05010976,245000
E05010977,255000
E05010978,335750
E05010979,444000
E05010980,266250
E05010981,298750
E05010982,333000
E05010983,245000
E05010984,310000
E05010985,213000
E05010986,190000
E05010987,247000
E05010988,200000
E05010989,232500
E05010990,220000
E05010991,250000
E05010992,285000
E05010993,292000
E05010994,283000
E05012064,363750
E05012065,215000
E05012066,247500
E05012067,250000
E05012068,225000
E05012069,240000
E05012070,445000
E05012071,285000
E05012072,307000
E05012073,365000
E05012074,243000
E05012075,363750
E05012076,178000
E05012077,415000
E05012078,343500
E05012079,422995
E05012080,227000
E05012081,281250
E05012082,180500
E05012083,383500
E05006760,360000
E05006761,310000
E05006762,299250
E05006763,395000
E05006764,326000
E05006765,262500
E05006766,327500
E05006767,225000
E05006768,395000
E05006769,270000
E05006770,265000
E05006771,262500
E05006772,267000
E05006773,262500
E05006774,238000
E05006775,138975
E05006776,250000
E05006777,220000
E05006778,246750
E05006779,292500
E05006780,316500
E05006781,385000
E05006782,365000
E05006784,215000
E05006785,205000
E05006783,305000
E05006786,215500
E05006787,233000
E05006788,230000
E05006789,434750
E05006790,267950
E05006791,258250
E05006792,270000
E05006793,335000
E05008893,339500
E05008894,231000
E05008895,163500
E05008896,160000
E05008897,156000
E05008898,167475
E05008899,165000
E05008900,149350
E05008901,279475
E05008902,215000
E05008903,252000
E05008904,258750
E05008905,283075
E05008906,315000
E05008907,184975
E05008908,225000
E05008909,211000
E05008910,300000
E05008911,219950
E05008912,238100
E05008913,272500
E05008914,417500
E05008915,383750
E05012513,320475
E05012514,270000
E05012515,285000
E05012516,212250
E05012517,271000
E05012518,323750
E05012519,262500
E05012520,186500
E05012521,215000
E05012522,196250
E05012523,187000
E05012524,228750
E05012525,280000
E05012526,192000
E05012527,228498
E05012528,246000
E05012529,250000
E05012530,208000
E05012531,235000
E05012532,207000
E05012533,225500
E05012534,397000
E05012535,268000
E05012536,275000
E05012537,287000
E05012538,402750
E05012539,378500
E05012540,282495
E05012541,205000
E05012542,392500
E05012543,175500
E05012544,155000
E05012545,190000
E05012546,195000
E05012547,217500
E05012806,210000
E05012807,182500
E05012808,232500
E05012809,236550
E05012810,298000
E05012811,282500
E05012812,340000
E05012813,172500
E05012814,332500
E05012815,295000
E05012816,293500
E05012817,218750
E05012818,183750
E05012819,287500
E05012820,340000
E05012821,175000
E05012822,227500
E05012823,277500
E05012824,260000
E05012825,296000
E05012826,172500
E05012827,287500
E05012828,238500
E05012829,248750
E05012830,350000
E05012831,161500
E05012832,291000
E05012833,209500
E05012834,195000
E05012835,219950
E05012836,193500
E05012837,187500
E05012838,264995
E05012839,246000
E05012840,270000
W05000981,186500
W05000982,159950
W05000983,139250
W05000984,125000
W05000985,163000
W05000986,200000
W05000987,206750
W05000988,220000
W05000989,150500
W05000990,160000
W05000991,154000
W05000041,307625
W05000042,230000
W05000043,156000
W05000044,178000
W05000045,360000
W05000046,240000
W05000047,123000
W05000048,158000
W05000049,140000
W05000050,187000
W05000051,80000
W05000052,225000
W05000053,158000
W05000054,126750
W05000055,165000
W05000056,152500
W05000057,312500
W05000058,155000
W05000059,90000
W05000060,114750
W05000061,140000
W05000062,79975
W05000063,162500
W05000064,149500
W05000065,142500
W05000066,167000
W05000067,212500
W05000068,150000
W05000069,115000
W05000070,170000
W05000071,168500
W05000072,172000
W05000073,100000
W05000074,151250
W05000075,135000
W05000076,245000
W05000077,235000
W05000078,175000
W05000079,217000
W05000080,298500
W05000081,136000
W05000082,125000
W05000083,163000
W05000084,212500
W05000085,172500
W05000086,166500
W05000087,113500
W05000088,113500
W05000089,215000
W05000090,202500
W05000091,167500
W05000092,100500
W05000093,201000
W05000094,147000
W05000095,120000
W05000096,230000
W05000097,91500
W05000098,128000
W05000099,189800
W05000100,147500
W05000101,125000
W05000102,175000
W05000103,119500
W05000104,107500
W05000105,107500
W05000106,110000
W05000107,186770
W05000108,221500
W05000109,156000
W05000110,182500
W05000111,155000
W05000112,131000
W05000114,190975
W05000113,204725
W05000115,126500
W05000116,187000
W05000117,160000
W05000118,185000
W05000119,185000
W05000913,221000
W05000121,160000
W05000914,239500
W05000123,250000
W05000124,154000
W05000125,176498
W05000126,138000
W05000127,147500
W05000128,141500
W05000129,145750
W05000130,177500
W05000131,189000
W05000132,232500
W05000133,171000
W05000134,164475
W05000135,130250
W05000915,194500
W05000137,132000
W05000138,150000
W05000139,157000
W05000140,120000
W05000916,189950
W05000917,139000
W05000143,163000
W05000144,175000
W05000145,135000
W05000146,134250
W05000918,145000
W05000148,140000
W05000149,227225
W05000150,149975
W05000151,155000
W05000152,116750
W05000153,178000
W05000154,153000
W05000155,162250
W05000156,209000
W05000157,245000
W05000158,295000
W05000159,173000
W05000160,238500
W05000161,195000
W05000162,166000
W05000163,315000
W05000164,210500
W05000165,181000
W05000166,148000
W05000167,137500
W05000168,134000
W05000169,157500
W05000170,129975
W05000171,136000
W05000172,142000
W05000173,98500
W05000174,105000
W05000175,171250
W05000176,175000
W05000177,158000
W05000178,208028
W05000179,335000
W05000180,175000
W05000181,157500
W05000182,159725
W05000183,118000
W05001004,180000
W05001036,175000
W05000186,173750
W05000187,153750
W05000188,146000
W05000189,195950
W05000190,185000
W05000191,119500
W05000192,180000
W05000193,290000
W05000194,133750
W05000195,134500
W05000196,165000
W05000197,140000
W05000198,234998
W05000199,115000
W05000200,110000
W05000201,138500
W05000202,169995
W05000203,145000
W05000204,115000
W05000205,162500
W05000206,290000
W05000207,209750
W05001005,195000
W05000209,221000
W05001006,259998
W05000211,132500
W05000212,119750
W05000213,180000
W05001007,150000
W05001008,126000
W05000216,226250
W05000217,143000
W05000218,155000
W05001009,139950
W05000220,205000
W05000221,156250
W05000222,115000
W05000223,199998
W05000224,230000
W05000225,229995
W05001010,214500
W05000227,122548
W05000228,200500
W05000229,140250
W05000230,123500
W05000231,110000
W05000232,109000
W05000233,133000
W05000234,201500
W05000235,189000
W05000236,170000
W05000237,145000
W05000238,169950
W05000239,200000
W05000903,128000
W05000904,148000
W05000241,132995
W05000905,127000
W05000244,126475
W05000246,130000
W05000247,147000
W05000906,151500
W05000245,197500
W05000249,207500
W05000250,135000
W05000251,186500
W05000907,185000
W05000253,119000
W05000254,110000
W05000908,157000
W05000256,149500
W05000257,155000
W05000258,111000
W05000909,190000
W05000260,140000
W05000261,180000
W05000262,175500
W05000263,143750
W05000264,165000
W05000265,204500
W05000266,316250
W05000910,220000
W05000268,131500
W05000269,110000
W05000270,218000
W05000271,122000
W05000272,124500
W05000273,175000
W05000274,:
W05000275,114950
W05000276,80000
W05000911,187500
W05000278,297500
W05000279,154950
W05000280,90000
W05000281,145750
W05000912,130000
W05000283,:
W05000357,249950
W05000358,220000
W05000359,175000
W05000360,152500
W05000361,118750
W05000362,175000
W05000363,143500
W05000364,183500
W05000365,145000
W05000366,168550
W05000367,210000
W05000368,215000
W05000369,176000
W05000370,143500
W05000371,205000
W05000372,211500
W05000373,151000
W05000374,210000
W05000375,190000
W05000376,200000
W05000377,161500
W05000378,211000
W05000379,164000
W05000380,240000
W05000381,193000
W05000382,165000
W05000383,217500
W05000384,215500
W05000385,189000
W05000386,132500
W05000387,190000
W05000388,220000
W05000389,255000
W05000390,258750
W05000391,232000
W05000392,167000
W05000393,172000
W05000394,146000
W05000395,217500
W05000396,186000
W05000946,244000
W05000947,246500
W05000948,244000
W05000400,212500
W05000949,164950
W05000402,186250
W05000950,165000
W05000951,215000
W05000952,185000
W05000406,180000
W05000407,170000
W05000408,142000
W05000409,142000
W05000410,113500
W05000953,160000
W05000954,185000
W05000413,135000
W05000414,218000
W05000415,129250
W05000955,180000
W05000417,275000
W05000418,175000
W05000419,185000
W05000956,210000
W05000421,265625
W05000422,185000
W05000423,235000
W05000957,228750
W05000425,127500
W05000426,113000
W05000427,128250
W05000428,100000
W05000429,112500
W05000430,164950
W05000431,102000
W05000432,160000
W05000433,225000
W05000434,330000
W05000435,129750
W05000436,129000
W05000437,104200
W05000438,155000
W05000439,142000
W05000440,135000
W05000441,148000
W05000442,151250
W05000443,131750
W05000444,202500
W05001037,251010
W05000958,159500
W05000450,249000
W05000451,185000
W05000452,262500
W05000447,275000
W05000448,191000
W05000449,188500
W05001038,217500
W05000454,190000
W05000455,236000
W05000456,240000
W05000457,235000
W05000458,119950
W05000459,156000
W05000460,115000
W05000461,132500
W05001002,155000
W05000463,135000
W05000464,131250
W05000465,165000
W05000466,170000
W05000467,231475
W05000468,201500
W05000469,202500
W05000470,110000
W05000471,110000
W05000472,103500
W05000473,120000
W05000474,131250
W05000475,107250
W05000476,110000
W05000477,161000
W05000478,170000
W05000479,136000
W05000480,132000
W05000481,207000
W05000482,214000
W05000483,240000
W05000484,155000
W05000485,142000
W05000486,135350
W05000487,229500
W05000488,237475
W05000489,165000
W05000490,220000
W05000491,185000
W05001003,124750
W05000493,187500
W05000494,140000
W05000495,116000
W05000496,220500
W05000497,135000
W05000498,117500
W05000499,100000
W05000500,275000
W05000501,150000
W05000502,131250
W05000503,125750
W05000504,123750
W05000505,101500
W05000508,153500
W05000506,204750
W05000507,210000
W05000509,150000
W05000510,210000
W05000511,103500
W05000512,126250
W05000513,79000
W05000514,152000
W05000959,272000
W05000960,135000
W05000961,120000
W05000962,119995
W05000963,135000
W05000964,103250
W05000965,172500
W05000966,264500
W05000967,137000
W05000524,310500
W05000525,163500
W05000526,232500
W05000527,167000
W05000968,145975
W05000969,89500
W05000970,163250
W05000971,149498
W05000532,131250
W05000533,131000
W05000534,306750
W05000972,117750
W05000973,130000
W05000537,312500
W05000538,270000
W05000974,182000
W05000975,90000
W05000976,220000
W05000977,256250
W05000978,141000
W05000544,150000
W05000546,249995
W05000545,132000
W05000979,85000
W05000548,173000
W05000980,135000
W05000550,220000
W05000551,88750
W05000552,152450
W05000553,145000
W05001027,144950
W05000555,106000
W05001028,85750
W05000557,85000
W05001029,118000
W05000559,205000
W05000560,146250
W05000561,135500
W05000562,122950
W05000563,111881
W05000564,123000
W05000565,158250
W05000566,113000
W05000567,128000
W05000568,68000
W05000569,130000
W05000570,69000
W05000571,105000
W05000572,120000
W05000573,110000
W05000574,64000
W05000575,108750
W05001030,159750
W05000577,80000
W05000578,110000
W05000579,117000
W05001031,92000
W05000581,95000
W05000582,145000
W05001032,109975
W05000584,87750
W05000585,189500
W05001033,118000
W05000587,104500
W05001034,85000
W05001035,85000
W05000590,193995
W05000591,136500
W05000592,91500
W05000593,135500
W05000594,110000
W05000595,94750
W05000596,73500
W05000896,161000
W05000598,135000
W05000599,135000
W05000897,207995
W05000601,81250
W05000602,159000
W05000603,142450
W05000604,203750
W05000605,148000
W05000898,237500
W05000607,155000
W05000608,168000
W05000609,187500
W05000610,112000
W05000611,136500
W05000612,173500
W05000613,110500
W05000614,100000
W05000615,129498
W05000616,71000
W05000617,156000
W05000618,255000
W05000619,251750
W05000620,85000
W05000899,170000
W05000622,156000
W05000623,162000
W05000624,200000
W05000625,75000
W05000626,186750
W05000627,180500
W05000628,125000
W05000629,305000
W05000630,150000
W05000631,132500
W05000632,194995
W05000633,159000
W05000634,150000
W05000635,129500
W05000636,222000
W05000637,125000
W05000638,399950
W05000932,271995
W05000640,189000
W05000641,141000
W05000642,174500
W05000933,237500
W05000644,400000
W05000645,225000
W05000646,465000
W05000934,433975
W05000648,254495
W05000649,152500
W05000650,235000
W05000651,351500
W05000652,256500
W05000935,283750
W05000654,367498
W05000853,165000
W05000854,169000
W05000855,160000
W05000856,235000
W05000857,205000
W05000858,319500
W05001011,382500
W05000860,135000
W05000861,175000
W05000862,250000
W05000863,170000
W05000864,316500
W05000865,425000
W05000866,267750
W05000867,210000
W05001012,235000
W05001013,160000
W05001014,150000
W05000871,329000
W05000872,277000
W05000873,205000
W05000900,229500
W05000875,332500
W05000876,307000
W05000877,225000
W05001015,191000
W05000879,165000
W05001016,178975
W05000881,275000
W05000655,78950
W05001017,84000
W05000657,92000
W05000658,90000
W05000659,129000
W05001018,146000
W05000661,170000
W05001019,188973
W05000663,108000
W05000664,62750
W05001020,120000
W05000666,80000
W05000667,59500
W05000668,110000
W05000669,98000
W05001021,97500
W05000671,138725
W05000672,116350
W05000889,157000
W05000890,162500
W05001022,183000
W05001023,187500
W05000677,76500
W05000678,53750
W05001024,137995
W05000680,74000
W05000681,60500
W05000682,85000
W05000683,95000
W05000684,90000
W05000891,233995
W05000686,156000
W05000687,97750
W05000688,88000
W05000689,109500
W05000690,122000
W05000691,172000
W05001025,184000
W05000693,169950
W05000694,89000
W05000695,126000
W05000696,165000
W05000697,120000
W05000698,81998
W05000699,97000
W05000700,65300
W05000701,82250
W05000702,58000
W05001026,138000
W05000704,76500
W05000705,93250
W05000706,82500
W05000720,115000
W05000718,100000
W05000719,130000
W05000721,90000
W05000722,98600
W05000723,169225
W05000724,145000
W05000919,125000
W05000726,125000
W05000920,122000
W05000728,83000
W05000729,100000
W05000730,140000
W05000921,135000
W05000922,173498
W05000923,167000
W05000734,82250
W05000735,135000
W05000737,66000
W05000736,129000
W05000924,122500
W05000925,160250
W05000926,163500
W05000927,140500
W05000742,77000
W05000928,137000
W05000929,136000
W05000745,126000
W05000930,159950
W05000931,182000
W05000748,89000
W05000749,117500
W05000750,141000
W05000751,75000
W05000936,140000
W05000937,113000
W05000938,89950
W05000939,116250
W05000940,75000
W05000941,86000
W05000942,88000
W05000943,84975
W05000760,91725
W05000761,60000
W05000944,122250
W05000945,120000
W05000764,115000
W05000765,67000
W05000766,85000
W05000992,126000
W05000768,97150
W05000769,117000
W05000770,211000
W05000993,145000
W05000772,169000
W05000773,139025
W05000774,129500
W05000994,136000
W05000776,238995
W05000995,219000
W05000996,168000
W05000997,177500
W05000780,145000
W05000998,214995
W05000782,102500
W05000783,159000
W05000999,125000
W05000784,119000
W05001000,171850
W05000787,94500
W05000788,155250
W05001001,126000
W05000790,125000
W05000791,390750
W05000792,320000
W05000793,255000
W05000794,267500
W05000795,212475
W05000796,368000
W05000797,272500
W05000798,204500
W05000799,323000
W05000800,300000
W05000801,267500
W05000802,239250
W05000803,182000
W05000804,265000
W05000805,329000
W05000806,423750
W05000807,235000
W05000808,252000
W05000809,449000
W05000810,417000
W05000811,430000
W05000812,275000
W05000813,246248
W05000814,285000
W05000815,0
W05000816,165000
W05000817,245498
W05000818,187500
W05000819,315000
W05000820,225000
W05000825,207500
W05000826,410000
W05000821,419000
W05000822,216000
W05000823,322000
W05000824,252500
W05000827,276995
W05000828,210000
W05000829,480000
W05000830,279950
W05000831,215000
W05000832,200750
W05000833,259850
W05000834,167000
W05000835,169250
W05000836,125000
W05000837,217500
W05000838,147500
W05000839,274000
W05000840,329975
W05000841,130000
W05000842,248495
W05000843,170000
W05000844,257500
W05000845,137750
W05000846,134500
W05000847,243000
W05000849,130000
W05000848,146000
W05000850,148250
W05000851,185000
W05000852,130500
W05000284,122500
W05000285,186000
W05000286,225000
W05000287,225000
W05000288,261975
W05000289,197500
W05000290,163500
W05000291,191000
W05000292,167500
W05000293,286250
W05000294,230000
W05000295,118000
W05000296,175000
W05000297,207563
W05000298,239950
W05000299,175000
W05000300,170000
W05000301,212500
W05000302,180000
W05000303,245000
W05000304,230000
W05000305,205000
W05000306,179950
W05000307,217000
W05000308,193498
W05000309,179500
W05000310,181000
W05000311,100000
W05000312,143750
W05000313,185000
W05000314,210000
W05000315,200000
W05000316,150000
W05000317,185000
W05000318,336250
W05000319,149500
W05000320,310000
W05000321,195000
W05000322,290000
W05000893,285000
W05000324,126000
W05000326,250000
W05000327,187500
W05000325,210000
W05000328,195000
W05000329,198750
W05000330,163000
W05000331,204500
W05000332,261250
W05000333,175000
W05000334,253750
W05000335,115000
W05000336,93500
W05000337,158000
W05000338,177500
W05000339,114000
W05000340,260000
W05000341,186750
W05000342,165000
W05000343,205000
W05000344,155000
W05000345,192500
W05000346,189000
W05000347,180000
W05000894,215500
W05000349,108500
W05000350,171750
W05000351,105000
W05000352,141000
W05000353,155000
W05000354,129000
W05000355,314300
W05000356,109995
W05000707,111500
W05000708,145000
W05000709,82500
W05000710,71000
W05000711,133500
W05000712,105500
W05000713,96000
W05000714,94000
W05000715,110000
W05000716,95500
W05000895,133000
